XML_file_name,View_name,Resource_name
activity_settings,FrameLayout,fragment_container
transactions_context_menu,item,context_menu_move_transaction
transactions_context_menu,item,context_menu_duplicate_transaction
transactions_context_menu,item,context_menu_delete
global_actions,item,menu_search
default_save_actions,item,menu_save
transactions_list_actions,item,menu_favorite_account
transactions_list_actions,item,menu_edit_account
transactions_list_actions,item,menu_compact_trn_view
report_actions,item,menu_group_reports_by
report_actions,item,group_by_month
report_actions,item,group_by_quarter
report_actions,item,group_by_year
split_editor_actions,item,menu_add_split
split_editor_actions,item,menu_save
chart_actions,item,menu_order_by_size
chart_actions,item,menu_toggle_legend
chart_actions,item,menu_toggle_labels
chart_actions,item,menu_percentage_mode
chart_actions,item,menu_toggle_average_lines
chart_actions,item,menu_group_other_slice
book_context_menu,item,ctx_menu_rename_book
book_context_menu,item,ctx_menu_sync_book
book_context_menu,item,ctx_menu_delete_book
sub_account_actions,item,menu_favorite_account
sub_account_actions,item,menu_edit_account
account_context_menu,item,context_menu_edit_accounts
account_context_menu,item,context_menu_delete
budget_amount_editor_actions,item,menu_add_budget_amount
budget_amount_editor_actions,item,menu_save
schedxactions_context_menu,item,context_menu_delete
budget_context_menu,item,context_menu_edit_budget
budget_context_menu,item,context_menu_delete
nav_drawer_menu,item,nav_item_open
nav_drawer_menu,item,nav_section_accounts
nav_drawer_menu,item,nav_section_transactions
nav_drawer_menu,item,nav_section_settings
nav_drawer_menu,item,nav_item_favorites
nav_drawer_menu,item,nav_item_reports
nav_drawer_menu,item,nav_item_scheduled_actions
nav_drawer_menu,item,nav_item_export
nav_drawer_menu,item,nav_item_settings
nav_drawer_menu,item,nav_item_help
scheduled_export_actions,item,menu_add_scheduled_export
book_list_actions,item,menu_create_book
budget_actions,item,menu_goto_account
budget_actions,item,menu_edit_budget
fragment_report_summary,android.support.v7.widget.CardView,card_report_summary_chart
fragment_report_summary,android.support.v7.widget.CardView,card_total
fragment_report_summary,Button,btn_pie_chart
fragment_report_summary,Button,btn_bar_chart
fragment_report_summary,Button,btn_line_chart
fragment_report_summary,Button,btn_balance_sheet
fragment_report_summary,com.github.mikephil.charting.charts.PieChart,pie_chart
fragment_report_summary,TextView,total_assets
fragment_report_summary,TextView,total_liabilities
fragment_report_summary,TextView,net_worth
budget_progress_indicator,item,oid:id/background
budget_progress_indicator,item,oid:id/secondaryProgress
budget_progress_indicator,item,oid:id/progress
nav_drawer_header,TextView,drawer_title
nav_drawer_header,TextView,book_name
cardview_budget_amount,LinearLayout,budget_account_layout
cardview_budget_amount,LinearLayout,labels_layout
cardview_budget_amount,TextView,budget_spent
cardview_budget_amount,TextView,budget_left
cardview_budget_amount,TextView,budget_account
cardview_budget_amount,TextView,budget_amount
cardview_budget_amount,TextView,label_spent
cardview_budget_amount,TextView,label_left
cardview_budget_amount,ProgressBar,budget_indicator
cardview_budget_amount,com.github.mikephil.charting.charts.BarChart,budget_chart
dialog_owncloud_account,EditText,owncloud_hostname
dialog_owncloud_account,EditText,owncloud_username
dialog_owncloud_account,EditText,owncloud_password
dialog_owncloud_account,EditText,owncloud_dir
